               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.015408,           0.0051335,           0.0025212,             0.94446,             0.93685,             0.95291,             0.73994,            0.015457,           0.0026343,           0.0053583,           0.0027235,           0.0027235,           0.0027235
                 149,             0.01582,           0.0051706,           0.0025295,             0.94436,             0.93683,             0.95254,             0.73873,            0.015458,           0.0026344,           0.0053664,            0.002674,            0.002674,            0.002674
                 150,            0.015422,           0.0050864,           0.0026845,             0.94423,              0.9373,             0.95275,             0.73842,            0.015466,           0.0026343,           0.0053678,           0.0026245,           0.0026245,           0.0026245
                 151,            0.015625,           0.0051378,           0.0025468,             0.94392,              0.9379,             0.95285,             0.73912,            0.015469,           0.0026347,            0.005374,            0.002575,            0.002575,            0.002575
                 152,            0.015501,           0.0051182,           0.0026099,             0.94392,             0.93864,              0.9529,             0.73928,             0.01547,           0.0026346,           0.0053728,           0.0025255,           0.0025255,           0.0025255
                 153,            0.015567,           0.0050424,           0.0025591,             0.94374,             0.93946,             0.95304,             0.73904,            0.015465,            0.002635,           0.0053739,            0.002476,            0.002476,            0.002476
                 154,            0.015353,           0.0050749,           0.0026695,             0.94398,             0.93954,             0.95308,              0.7391,            0.015472,           0.0026352,           0.0053728,           0.0024265,           0.0024265,           0.0024265
                 155,             0.01514,           0.0049842,           0.0023942,             0.94421,             0.93715,             0.95311,             0.73899,            0.015467,           0.0026347,           0.0053659,            0.002377,            0.002377,            0.002377
                 156,            0.015309,           0.0049421,           0.0022579,             0.94425,               0.937,             0.95341,             0.73889,            0.015466,           0.0026342,           0.0053563,           0.0023275,           0.0023275,           0.0023275
                 157,            0.015542,           0.0049537,           0.0024814,              0.9444,             0.93673,             0.95326,             0.73925,            0.015466,           0.0026336,           0.0053492,            0.002278,            0.002278,            0.002278
                 158,            0.014841,           0.0049686,           0.0025542,             0.94455,             0.93644,             0.95344,             0.73953,            0.015472,           0.0026336,           0.0053464,           0.0022285,           0.0022285,           0.0022285
                 159,            0.015043,           0.0049386,           0.0023139,             0.94497,             0.93646,             0.95348,             0.73996,            0.015478,            0.002633,           0.0053426,            0.002179,            0.002179,            0.002179
                 160,            0.015043,           0.0049513,           0.0021704,             0.94648,             0.93658,              0.9534,             0.73911,            0.015483,           0.0026324,           0.0053364,           0.0021295,           0.0021295,           0.0021295
                 161,            0.014948,            0.004843,           0.0026161,              0.9466,             0.93652,             0.95357,             0.73971,             0.01549,           0.0026321,           0.0053287,             0.00208,             0.00208,             0.00208
                 162,            0.014747,           0.0048919,           0.0023913,             0.94688,             0.93596,             0.95363,             0.74019,            0.015494,           0.0026315,           0.0053261,           0.0020305,           0.0020305,           0.0020305
                 163,            0.014652,            0.004823,           0.0021092,             0.94702,              0.9362,             0.95367,              0.7403,            0.015502,           0.0026318,           0.0053192,            0.001981,            0.001981,            0.001981
                 164,            0.014602,           0.0047984,           0.0020925,             0.94709,             0.93639,             0.95351,             0.74055,            0.015509,           0.0026323,            0.005315,           0.0019315,           0.0019315,           0.0019315
                 165,            0.014205,           0.0047541,           0.0022109,             0.94721,             0.93647,             0.95356,             0.74015,            0.015519,           0.0026327,           0.0053154,            0.001882,            0.001882,            0.001882
                 166,            0.014741,           0.0048055,           0.0024047,             0.94718,             0.93661,             0.95356,             0.73973,            0.015527,           0.0026327,           0.0053223,           0.0018325,           0.0018325,           0.0018325
                 167,            0.014249,           0.0047193,           0.0019747,             0.94737,             0.93674,             0.95362,             0.73946,            0.015532,           0.0026336,            0.005318,            0.001783,            0.001783,            0.001783
                 168,            0.014291,           0.0047452,           0.0023573,             0.94754,             0.93696,             0.95361,             0.74115,            0.015538,           0.0026343,           0.0053137,           0.0017335,           0.0017335,           0.0017335
                 169,            0.014011,           0.0046859,           0.0019746,             0.94807,             0.93702,             0.95364,             0.74104,            0.015545,           0.0026341,           0.0053125,            0.001684,            0.001684,            0.001684
                 170,              0.0141,           0.0046317,           0.0020246,             0.94845,             0.93702,             0.95364,             0.74032,            0.015554,           0.0026346,           0.0053128,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013936,           0.0046347,           0.0019646,             0.94872,             0.93683,             0.95363,             0.74145,            0.015558,           0.0026351,           0.0053236,            0.001585,            0.001585,            0.001585
                 172,            0.013922,             0.00454,           0.0019275,             0.94544,             0.93582,             0.95364,             0.74172,            0.015564,           0.0026361,           0.0053303,           0.0015355,           0.0015355,           0.0015355
                 173,            0.013917,           0.0045753,           0.0020769,             0.94471,             0.93582,             0.95359,             0.74173,            0.015564,            0.002637,           0.0053459,            0.001486,            0.001486,            0.001486
                 174,            0.013583,           0.0045438,           0.0018979,             0.94008,             0.93933,             0.95359,             0.74191,            0.015563,           0.0026375,           0.0053532,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013491,           0.0044923,            0.001751,             0.94039,             0.93928,             0.95368,             0.74158,            0.015562,           0.0026382,           0.0053603,            0.001387,            0.001387,            0.001387
                 176,            0.013373,            0.004545,           0.0016492,             0.94074,             0.93913,             0.95362,             0.74219,            0.015569,           0.0026383,           0.0053699,           0.0013375,           0.0013375,           0.0013375
                 177,            0.013139,           0.0044701,           0.0019174,             0.94084,              0.9389,             0.95373,             0.74203,            0.015571,           0.0026385,            0.005384,            0.001288,            0.001288,            0.001288
                 178,            0.013241,           0.0044422,           0.0019322,             0.94128,             0.93883,             0.95378,              0.7428,            0.015571,           0.0026384,            0.005387,           0.0012385,           0.0012385,           0.0012385
                 179,            0.013114,           0.0043833,           0.0018752,             0.94143,             0.93862,             0.95397,             0.74316,            0.015575,            0.002639,           0.0053959,            0.001189,            0.001189,            0.001189
                 180,            0.013028,           0.0045124,           0.0019456,             0.94143,             0.93827,             0.95353,             0.74162,            0.015575,           0.0026392,           0.0054055,           0.0011395,           0.0011395,           0.0011395
                 181,            0.013057,            0.004386,           0.0017905,              0.9415,             0.93769,             0.95346,             0.74131,            0.015577,           0.0026394,           0.0054184,             0.00109,             0.00109,             0.00109
                 182,            0.013004,           0.0043246,           0.0016068,             0.94147,             0.93769,             0.95336,             0.74197,            0.015574,           0.0026403,           0.0054386,           0.0010405,           0.0010405,           0.0010405
                 183,            0.012864,           0.0043013,           0.0016732,             0.94022,             0.93598,              0.9533,             0.74204,            0.015575,           0.0026402,           0.0054575,            0.000991,            0.000991,            0.000991
                 184,            0.012486,           0.0043121,            0.001598,              0.9402,             0.93489,             0.95331,             0.74224,            0.015581,           0.0026406,           0.0054814,           0.0009415,           0.0009415,           0.0009415
                 185,            0.012738,           0.0042549,            0.001554,             0.94105,             0.93386,             0.95318,             0.74014,            0.015585,           0.0026405,           0.0055066,            0.000892,            0.000892,            0.000892
                 186,            0.012452,           0.0043071,           0.0015405,             0.94174,             0.93367,             0.95307,             0.74105,            0.015589,           0.0026409,           0.0055325,           0.0008425,           0.0008425,           0.0008425
                 187,            0.012505,           0.0042794,           0.0015413,               0.944,             0.93338,             0.95293,             0.74136,            0.015593,           0.0026412,           0.0055638,            0.000793,            0.000793,            0.000793
                 188,            0.012594,           0.0041806,           0.0016815,             0.94413,             0.93345,             0.95293,             0.74161,            0.015599,           0.0026411,           0.0055893,           0.0007435,           0.0007435,           0.0007435
                 189,            0.012409,            0.004193,            0.001479,             0.94423,             0.93332,              0.9528,             0.74227,            0.015604,           0.0026416,           0.0056084,            0.000694,            0.000694,            0.000694
                 190,            0.012376,           0.0042166,           0.0016138,             0.94213,             0.93101,             0.95272,             0.74222,            0.015604,           0.0026428,             0.00563,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012265,           0.0041568,           0.0013529,             0.94193,             0.93111,             0.95268,             0.74213,            0.015603,            0.002643,           0.0056536,            0.000595,            0.000595,            0.000595
                 192,            0.012025,            0.004091,           0.0013684,             0.94199,             0.93116,             0.95275,             0.74213,            0.015601,           0.0026437,           0.0056766,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012242,           0.0041392,           0.0016268,             0.94454,             0.93117,              0.9524,             0.74228,            0.015602,           0.0026447,           0.0056993,            0.000496,            0.000496,            0.000496
                 194,            0.011751,           0.0040619,           0.0014008,             0.94486,              0.9312,             0.95244,             0.74241,            0.015601,           0.0026456,             0.00572,           0.0004465,           0.0004465,           0.0004465
                 195,             0.01155,           0.0040037,           0.0011948,             0.94529,             0.93122,              0.9524,             0.74258,            0.015607,           0.0026469,           0.0057383,            0.000397,            0.000397,            0.000397
                 196,            0.011762,           0.0040311,           0.0016274,              0.9455,             0.93122,             0.95249,             0.74216,            0.015609,            0.002648,           0.0057567,           0.0003475,           0.0003475,           0.0003475
                 197,            0.011513,           0.0040188,           0.0012804,             0.94323,             0.93206,             0.95248,             0.74206,            0.015611,           0.0026496,           0.0057746,            0.000298,            0.000298,            0.000298
                 198,             0.01167,           0.0040794,           0.0013719,             0.94307,              0.9323,             0.95244,             0.74206,            0.015611,            0.002651,            0.005793,           0.0002485,           0.0002485,           0.0002485
                 199,            0.011548,           0.0039971,           0.0012524,             0.94294,             0.93247,             0.95243,             0.74213,            0.015613,           0.0026521,           0.0058107,            0.000199,            0.000199,            0.000199
