               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.030024,           0.0098585,            0.011032,             0.86425,             0.85536,             0.89939,             0.63549,               0.019,           0.0035065,           0.0067461,            0.007822,            0.007822,            0.007822
                  24,            0.029689,           0.0097953,            0.010717,             0.89304,             0.82744,             0.89056,             0.63391,            0.019092,           0.0034315,           0.0068951,            0.007723,            0.007723,            0.007723
                  25,            0.029081,           0.0097386,            0.010068,             0.90106,             0.86149,             0.90891,             0.65039,            0.018635,           0.0034445,           0.0058522,            0.007624,            0.007624,            0.007624
                  26,            0.029064,            0.009543,           0.0096283,             0.90931,             0.85569,             0.91108,             0.65223,            0.018504,           0.0033218,           0.0055863,            0.007525,            0.007525,            0.007525
                  27,            0.028322,           0.0093991,           0.0096239,             0.87424,             0.85639,             0.90183,             0.65034,            0.018826,           0.0033202,           0.0071407,            0.007426,            0.007426,            0.007426
                  28,            0.028108,           0.0092783,           0.0093176,             0.90877,             0.85807,             0.90994,             0.66365,            0.018107,           0.0033023,           0.0065128,            0.007327,            0.007327,            0.007327
                  29,            0.028436,           0.0092868,           0.0095894,             0.91032,             0.87333,             0.91567,              0.6649,            0.018171,           0.0031953,           0.0071127,            0.007228,            0.007228,            0.007228
                  30,            0.027444,           0.0091189,           0.0091103,             0.89396,             0.90394,             0.92559,             0.67625,            0.018018,            0.003183,           0.0053457,            0.007129,            0.007129,            0.007129
                  31,            0.027254,           0.0089259,           0.0085945,             0.90283,             0.89372,             0.92617,             0.68692,            0.017929,           0.0031114,           0.0052957,             0.00703,             0.00703,             0.00703
                  32,            0.027012,           0.0090079,           0.0084684,             0.90473,             0.89442,              0.9218,             0.68334,            0.017722,           0.0031104,           0.0054751,            0.006931,            0.006931,            0.006931
                  33,            0.027037,           0.0089209,           0.0088305,             0.91092,              0.9008,             0.92764,             0.68729,            0.018015,           0.0030412,           0.0063008,            0.006832,            0.006832,            0.006832
                  34,            0.026636,           0.0087323,           0.0086338,               0.918,             0.89853,             0.92625,             0.69249,            0.017426,           0.0030612,           0.0051719,            0.006733,            0.006733,            0.006733
                  35,            0.026298,           0.0087369,           0.0089332,             0.92843,             0.88504,             0.93295,             0.69531,            0.017505,           0.0030445,           0.0049925,            0.006634,            0.006634,            0.006634
                  36,            0.026377,           0.0085142,           0.0085972,             0.92045,              0.8879,             0.93063,             0.69103,             0.01728,           0.0030484,           0.0053348,            0.006535,            0.006535,            0.006535
                  37,            0.025756,           0.0084301,            0.007367,              0.9288,             0.91184,              0.9294,             0.71025,            0.017308,            0.002993,           0.0050478,            0.006436,            0.006436,            0.006436
                  38,            0.025789,            0.008484,           0.0078537,             0.90868,              0.9137,             0.93311,             0.69915,            0.017359,           0.0029457,           0.0049222,            0.006337,            0.006337,            0.006337
                  39,            0.025463,           0.0083779,           0.0077172,             0.91265,             0.92791,             0.93737,             0.70502,            0.016941,           0.0028937,           0.0046149,            0.006238,            0.006238,            0.006238
                  40,            0.025559,           0.0082519,           0.0073866,             0.91576,             0.90636,             0.93977,             0.70442,            0.017014,           0.0029245,           0.0046004,            0.006139,            0.006139,            0.006139
                  41,            0.024731,           0.0083311,           0.0073065,             0.92111,               0.926,             0.94145,             0.70767,             0.01741,           0.0028774,           0.0045696,             0.00604,             0.00604,             0.00604
                  42,            0.024837,           0.0082504,           0.0070967,             0.93224,             0.91684,             0.94308,             0.71433,            0.017179,            0.002872,           0.0047095,            0.005941,            0.005941,            0.005941
                  43,            0.024591,           0.0081021,           0.0070772,             0.93032,             0.92055,             0.93788,             0.71726,            0.016131,           0.0028623,           0.0048481,            0.005842,            0.005842,            0.005842
                  44,            0.024288,           0.0080553,           0.0068551,             0.93283,             0.93156,             0.94548,             0.71281,             0.01651,            0.002856,           0.0042219,            0.005743,            0.005743,            0.005743
                  45,            0.024427,           0.0079053,           0.0069618,             0.93572,             0.92521,             0.94618,             0.72079,            0.016243,           0.0028465,           0.0040744,            0.005644,            0.005644,            0.005644
                  46,            0.024199,           0.0079499,           0.0068638,             0.93272,             0.91725,             0.94496,              0.7197,            0.016371,           0.0028314,           0.0045529,            0.005545,            0.005545,            0.005545
                  47,            0.024014,            0.007898,           0.0069867,             0.94051,             0.92102,             0.94489,             0.72669,            0.015921,           0.0028113,           0.0047712,            0.005446,            0.005446,            0.005446
                  48,            0.023811,           0.0078144,           0.0066164,             0.94312,             0.91447,             0.94509,             0.72516,            0.016054,           0.0027758,           0.0046991,            0.005347,            0.005347,            0.005347
                  49,            0.023479,            0.007651,           0.0064181,              0.9357,              0.9091,             0.94235,             0.72325,            0.015945,           0.0027895,           0.0046606,            0.005248,            0.005248,            0.005248
                  50,            0.023151,           0.0077071,           0.0063981,             0.92166,             0.92534,             0.93616,             0.71637,            0.016216,           0.0028053,           0.0049152,            0.005149,            0.005149,            0.005149
                  51,            0.023276,           0.0076726,           0.0064036,             0.92616,             0.91551,             0.93946,             0.72023,             0.01602,           0.0027954,           0.0049971,             0.00505,             0.00505,             0.00505
                  52,            0.022819,           0.0075206,            0.006549,             0.92071,             0.92318,             0.94058,             0.72264,            0.015958,           0.0027705,           0.0054113,            0.004951,            0.004951,            0.004951
                  53,            0.023016,           0.0074096,           0.0060536,             0.93386,               0.916,             0.93811,             0.72291,            0.016008,           0.0027457,           0.0053994,            0.004852,            0.004852,            0.004852
                  54,             0.02285,           0.0075865,           0.0065492,             0.93721,             0.91861,             0.94029,             0.72192,               0.016,           0.0027532,           0.0050155,            0.004753,            0.004753,            0.004753
                  55,            0.022648,             0.00752,           0.0061708,             0.93821,             0.91253,             0.94039,             0.72572,            0.015878,           0.0027734,           0.0050824,            0.004654,            0.004654,            0.004654
                  56,            0.022157,           0.0073779,           0.0057378,             0.92854,             0.92331,             0.94274,             0.72335,            0.015957,           0.0027477,           0.0049136,            0.004555,            0.004555,            0.004555
                  57,            0.021915,           0.0072275,           0.0056323,             0.91323,             0.92948,             0.94317,             0.72481,            0.016025,           0.0027025,           0.0049924,            0.004456,            0.004456,            0.004456
                  58,             0.02174,           0.0071862,           0.0051017,             0.91357,             0.93277,             0.94388,             0.72568,            0.016059,           0.0027074,           0.0050703,            0.004357,            0.004357,            0.004357
                  59,            0.021675,           0.0071627,           0.0053145,             0.93524,             0.90587,             0.94661,             0.72907,            0.015876,           0.0026939,           0.0048445,            0.004258,            0.004258,            0.004258
                  60,            0.021697,           0.0070872,           0.0051673,             0.92592,             0.92193,             0.94608,             0.73076,            0.015806,           0.0026759,            0.004742,            0.004159,            0.004159,            0.004159
                  61,            0.021298,           0.0070192,           0.0051511,             0.92763,             0.91269,             0.94565,             0.72927,            0.015783,           0.0026764,           0.0048257,             0.00406,             0.00406,             0.00406
                  62,            0.021015,           0.0070592,           0.0052178,             0.93629,             0.91125,             0.94642,             0.73358,            0.015741,           0.0026784,           0.0047496,            0.003961,            0.003961,            0.003961
                  63,            0.021193,           0.0069702,           0.0053603,             0.93861,             0.90805,             0.94714,             0.73245,            0.015685,           0.0026699,           0.0047035,            0.003862,            0.003862,            0.003862
                  64,            0.020842,           0.0068646,            0.004649,             0.94021,             0.91677,              0.9475,              0.7347,            0.015643,           0.0026653,            0.004658,            0.003763,            0.003763,            0.003763
                  65,             0.02107,           0.0068202,           0.0050627,             0.94913,             0.91627,             0.94734,             0.73259,            0.015608,           0.0026807,           0.0046392,            0.003664,            0.003664,            0.003664
                  66,            0.020816,           0.0067898,           0.0050477,             0.94127,             0.91183,             0.94962,             0.73335,            0.015616,           0.0026842,           0.0046709,            0.003565,            0.003565,            0.003565
                  67,            0.020198,           0.0067676,           0.0045172,             0.94281,             0.91183,             0.94926,             0.73266,            0.015673,           0.0026883,           0.0046622,            0.003466,            0.003466,            0.003466
                  68,            0.020088,           0.0066717,           0.0043497,             0.94294,             0.91186,             0.95013,             0.73204,            0.015702,           0.0026761,           0.0047021,            0.003367,            0.003367,            0.003367
                  69,            0.019895,            0.006621,           0.0047266,             0.94196,              0.9149,             0.94998,             0.73265,            0.015686,           0.0026706,           0.0047462,            0.003268,            0.003268,            0.003268
                  70,            0.019635,           0.0066448,           0.0046064,             0.94493,             0.91405,             0.95049,             0.73282,            0.015656,           0.0026702,           0.0048504,            0.003169,            0.003169,            0.003169
                  71,            0.019725,           0.0066166,           0.0047073,             0.94269,             0.91931,             0.94976,             0.73324,            0.015632,             0.00267,           0.0050738,             0.00307,             0.00307,             0.00307
                  72,            0.020055,           0.0065812,           0.0044629,               0.945,             0.91631,             0.95048,             0.73271,             0.01562,           0.0026682,           0.0050406,            0.002971,            0.002971,            0.002971
                  73,            0.019278,           0.0064625,           0.0045014,             0.94379,             0.92461,              0.9509,              0.7344,            0.015592,           0.0026685,           0.0049498,            0.002872,            0.002872,            0.002872
                  74,            0.019147,           0.0064532,           0.0038992,              0.9446,             0.91893,             0.95033,             0.73404,            0.015592,           0.0026658,           0.0050461,            0.002773,            0.002773,            0.002773
                  75,            0.019014,           0.0064628,            0.004304,              0.9457,             0.91633,             0.95036,              0.7343,            0.015558,           0.0026636,           0.0051074,            0.002674,            0.002674,            0.002674
                  76,            0.019248,           0.0062865,           0.0043471,             0.94505,             0.91752,             0.95083,              0.7324,            0.015551,           0.0026617,            0.005177,            0.002575,            0.002575,            0.002575
                  77,              0.0189,            0.006204,           0.0041296,              0.9422,             0.92173,             0.95045,             0.73257,            0.015518,           0.0026598,           0.0052338,            0.002476,            0.002476,            0.002476
                  78,            0.018842,           0.0063099,           0.0040971,             0.94343,             0.92197,             0.95048,             0.73342,            0.015497,           0.0026515,            0.005248,            0.002377,            0.002377,            0.002377
                  79,            0.018505,           0.0061117,           0.0039228,             0.94401,             0.92145,             0.95115,              0.7334,            0.015491,           0.0026428,           0.0052386,            0.002278,            0.002278,            0.002278
                  80,            0.018402,           0.0060132,           0.0035196,              0.9446,             0.92078,             0.95136,              0.7343,            0.015492,           0.0026406,           0.0052159,            0.002179,            0.002179,            0.002179
                  81,            0.017974,           0.0060218,           0.0034507,             0.94498,             0.92078,             0.95169,             0.73492,            0.015479,            0.002638,           0.0052721,             0.00208,             0.00208,             0.00208
                  82,            0.017913,           0.0059688,           0.0039908,             0.94679,              0.9224,             0.95171,             0.73628,            0.015484,           0.0026375,           0.0052806,            0.001981,            0.001981,            0.001981
                  83,             0.01765,           0.0059236,           0.0037261,             0.94908,             0.92217,             0.95219,             0.73795,            0.015477,           0.0026367,           0.0052419,            0.001882,            0.001882,            0.001882
                  84,            0.017538,           0.0059728,           0.0032936,             0.95027,             0.92447,             0.95222,             0.73813,            0.015475,            0.002637,           0.0052203,            0.001783,            0.001783,            0.001783
                  85,            0.017428,           0.0059261,            0.003457,             0.94961,             0.92499,             0.95229,             0.73909,             0.01547,           0.0026369,           0.0052174,            0.001684,            0.001684,            0.001684
                  86,            0.017104,           0.0058239,           0.0033756,             0.94852,             0.92579,             0.95214,             0.73976,            0.015471,           0.0026369,           0.0052229,            0.001585,            0.001585,            0.001585
                  87,            0.016973,           0.0057657,            0.003102,             0.94874,             0.92574,             0.95269,             0.73902,            0.015469,            0.002637,            0.005245,            0.001486,            0.001486,            0.001486
                  88,            0.016976,           0.0056831,           0.0031914,             0.95021,             0.92451,             0.95212,             0.73991,            0.015471,           0.0026379,           0.0052696,            0.001387,            0.001387,            0.001387
                  89,            0.016598,           0.0057255,           0.0031463,             0.95339,             0.92215,             0.95214,             0.74182,            0.015481,           0.0026376,            0.005283,            0.001288,            0.001288,            0.001288
                  90,            0.016473,           0.0056576,            0.003026,             0.95366,             0.92078,             0.95236,             0.74229,            0.015488,           0.0026371,           0.0052853,            0.001189,            0.001189,            0.001189
                  91,            0.016453,           0.0055378,           0.0028568,             0.95522,             0.92275,             0.95239,              0.7416,            0.015488,           0.0026364,           0.0052845,             0.00109,             0.00109,             0.00109
                  92,            0.016269,           0.0055495,           0.0027653,             0.95396,             0.92376,             0.95259,             0.74077,            0.015483,           0.0026373,           0.0052845,            0.000991,            0.000991,            0.000991
                  93,            0.015808,           0.0054561,           0.0027949,             0.95352,             0.92439,             0.95245,             0.74198,            0.015479,           0.0026382,            0.005287,            0.000892,            0.000892,            0.000892
                  94,            0.015786,           0.0054176,           0.0027597,             0.95349,             0.92358,             0.95249,             0.74185,            0.015477,           0.0026392,           0.0052925,            0.000793,            0.000793,            0.000793
                  95,            0.016031,           0.0054981,           0.0029438,             0.95638,             0.92508,             0.95251,             0.74296,            0.015482,           0.0026408,           0.0052841,            0.000694,            0.000694,            0.000694
                  96,            0.015611,           0.0053437,           0.0026656,              0.9567,             0.92527,             0.95243,             0.74376,            0.015482,           0.0026424,           0.0052949,            0.000595,            0.000595,            0.000595
                  97,            0.015174,           0.0052796,           0.0024061,             0.95738,             0.92566,             0.95249,             0.74387,            0.015481,           0.0026444,           0.0053081,            0.000496,            0.000496,            0.000496
                  98,             0.01513,           0.0052881,           0.0024348,             0.95778,              0.9259,             0.95244,             0.74278,            0.015482,           0.0026463,           0.0053275,            0.000397,            0.000397,            0.000397
                  99,            0.014876,           0.0052351,           0.0024439,             0.95845,             0.92719,             0.95243,              0.7432,            0.015484,            0.002648,            0.005343,            0.000298,            0.000298,            0.000298
