                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.86629,                0.69307,                  1.272,                0.87026,                0.86948,                0.90836,                0.66853,                 1.0148,                0.57572,                 1.3617,               0.002971,               0.002971,               0.002971
                     74,                0.86227,                0.70146,                 1.2717,                 0.8716,                 0.8697,                0.90841,                0.66938,                 1.0143,                0.57416,                 1.3612,               0.002872,               0.002872,               0.002872
                     75,                0.85382,                0.69098,                 1.2641,                 0.8723,                0.87012,                0.90943,                0.66981,                 1.0139,                0.57276,                 1.3605,               0.002773,               0.002773,               0.002773
                     76,                0.85088,                 0.6783,                 1.2585,                0.87155,                0.87026,                0.90885,                 0.6684,                 1.0126,                0.57204,                 1.3599,               0.002674,               0.002674,               0.002674
                     77,                0.84181,                0.67716,                 1.2557,                0.87293,                0.87024,                0.90964,                  0.669,                 1.0116,                0.57083,                 1.3591,               0.002575,               0.002575,               0.002575
                     78,                0.83475,                0.67484,                 1.2485,                0.87357,                0.87032,                0.91145,                0.67118,                 1.0104,                0.56883,                 1.3585,               0.002476,               0.002476,               0.002476
                     79,                0.83569,                0.66921,                 1.2452,                0.87383,                0.87037,                0.91035,                 0.6717,                   1.01,                 0.5672,                 1.3578,               0.002377,               0.002377,               0.002377
                     80,                 0.8354,                0.67674,                 1.2455,                0.87687,                 0.8687,                0.91068,                0.67343,                 1.0098,                0.56687,                 1.3574,               0.002278,               0.002278,               0.002278
                     81,                0.82425,                0.65752,                 1.2406,                0.87551,                0.86886,                0.91001,                0.67307,                  1.009,                0.56599,                 1.3564,               0.002179,               0.002179,               0.002179
                     82,                0.82125,                0.65441,                 1.2353,                0.87774,                0.87051,                 0.9119,                0.67695,                 1.0078,                0.56608,                 1.3552,                0.00208,                0.00208,                0.00208
                     83,                0.81535,                0.64462,                 1.2348,                0.88893,                0.88063,                0.91288,                 0.6742,                 1.0072,                0.56519,                 1.3543,               0.001981,               0.001981,               0.001981
                     84,                0.81566,                0.64495,                 1.2336,                0.88591,                0.88288,                0.91306,                0.67849,                 1.0065,                0.56417,                 1.3534,               0.001882,               0.001882,               0.001882
                     85,                0.80437,                0.63043,                 1.2225,                0.88608,                0.88288,                0.91309,                0.67892,                 1.0056,                0.56276,                 1.3526,               0.001783,               0.001783,               0.001783
                     86,                0.80203,                0.63119,                 1.2229,                0.88667,                0.88284,                0.91294,                 0.6791,                 1.0055,                 0.5619,                 1.3525,               0.001684,               0.001684,               0.001684
                     87,                0.79869,                0.62872,                 1.2143,                0.88633,                0.88288,                0.91312,                0.68065,                 1.0044,                0.56146,                 1.3516,               0.001585,               0.001585,               0.001585
                     88,                0.78638,                0.61555,                 1.2085,                0.88764,                0.88271,                0.91353,                 0.6813,                 1.0043,                0.56116,                 1.3509,               0.001486,               0.001486,               0.001486
                     89,                0.79375,                0.62218,                 1.2118,                0.88767,                0.88263,                0.91401,                0.68175,                 1.0037,                 0.5613,                 1.3501,               0.001387,               0.001387,               0.001387
                     90,                0.78713,                 0.6208,                 1.2091,                 0.8886,                0.88217,                0.91482,                0.68245,                 1.0035,                0.56087,                 1.3494,               0.001288,               0.001288,               0.001288
