               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  44,            0.026271,           0.0086155,             0.00783,             0.93178,             0.90669,             0.93431,              0.7018,            0.017694,           0.0029101,           0.0049603,           0.0082972,           0.0082972,           0.0082972
                  45,             0.02647,           0.0086653,           0.0085759,             0.92906,             0.90834,             0.93826,             0.70623,            0.016972,           0.0029125,           0.0050877,           0.0082576,           0.0082576,           0.0082576
                  46,            0.026178,           0.0086222,           0.0084291,             0.90083,             0.92941,             0.92916,              0.7048,            0.017101,           0.0029061,           0.0053891,            0.008218,            0.008218,            0.008218
                  47,            0.026116,           0.0086302,           0.0084501,              0.9188,             0.90529,             0.93082,             0.70528,            0.017054,             0.00295,            0.005226,           0.0081784,           0.0081784,           0.0081784
                  48,            0.025551,           0.0084128,           0.0080819,             0.92715,             0.90975,             0.93108,             0.70957,            0.016858,           0.0028894,           0.0051331,           0.0081388,           0.0081388,           0.0081388
                  49,              0.0257,           0.0083303,           0.0079869,             0.92097,             0.91119,             0.92761,             0.70933,            0.016866,           0.0028613,           0.0050925,           0.0080992,           0.0080992,           0.0080992
                  50,            0.025394,           0.0083682,           0.0076537,             0.93192,             0.91183,             0.93735,              0.7135,            0.016736,           0.0028565,           0.0049592,           0.0080596,           0.0080596,           0.0080596
                  51,            0.025432,           0.0083064,           0.0077094,             0.90952,             0.93075,             0.93711,             0.71676,            0.016797,           0.0028301,           0.0052316,             0.00802,             0.00802,             0.00802
                  52,            0.025298,           0.0082167,            0.007974,             0.92347,             0.91074,             0.93565,             0.71662,            0.016866,           0.0028444,           0.0053975,           0.0079804,           0.0079804,           0.0079804
                  53,              0.0253,           0.0081244,           0.0074463,             0.91582,              0.9291,             0.93562,             0.71419,            0.016673,           0.0028247,           0.0054582,           0.0079408,           0.0079408,           0.0079408
                  54,            0.024983,           0.0083211,           0.0080611,             0.90562,             0.92762,             0.93889,             0.71494,            0.016564,           0.0028198,           0.0053223,           0.0079012,           0.0079012,           0.0079012
                  55,            0.024959,           0.0081518,            0.007182,             0.90268,             0.93469,             0.93874,             0.71938,            0.016532,           0.0027955,           0.0054512,           0.0078616,           0.0078616,           0.0078616
                  56,            0.024146,           0.0079864,           0.0068285,             0.91617,             0.92067,             0.94023,             0.72045,            0.016513,            0.002788,           0.0053475,            0.007822,            0.007822,            0.007822
                  57,            0.024294,           0.0079238,           0.0070248,             0.92654,             0.91354,             0.93833,             0.72619,            0.016617,           0.0027796,           0.0052365,           0.0077824,           0.0077824,           0.0077824
                  58,            0.024454,           0.0080083,           0.0067813,             0.93855,             0.90997,             0.93706,              0.7173,            0.016547,           0.0027817,           0.0050784,           0.0077428,           0.0077428,           0.0077428
                  59,            0.024096,           0.0079521,           0.0070059,             0.93932,             0.91585,             0.93672,             0.72041,            0.016523,           0.0027637,           0.0051247,           0.0077032,           0.0077032,           0.0077032
                  60,            0.024634,           0.0079336,           0.0070562,             0.92997,              0.9205,             0.93498,              0.7232,            0.016406,           0.0027423,           0.0053276,           0.0076636,           0.0076636,           0.0076636
                  61,            0.024092,           0.0078259,           0.0069256,             0.93615,              0.9254,              0.9374,             0.72426,            0.016613,           0.0027225,            0.005492,            0.007624,            0.007624,            0.007624
                  62,            0.023791,           0.0079153,           0.0069269,             0.93432,             0.92579,             0.93859,             0.72468,            0.016587,           0.0027119,           0.0055832,           0.0075844,           0.0075844,           0.0075844
                  63,            0.023928,           0.0077648,           0.0070183,              0.9368,             0.92416,             0.94006,             0.72788,            0.016542,           0.0026958,           0.0056164,           0.0075448,           0.0075448,           0.0075448
                  64,            0.023837,           0.0077385,           0.0064707,             0.94229,             0.92769,             0.94103,             0.72916,            0.016426,           0.0027077,           0.0055111,           0.0075052,           0.0075052,           0.0075052
                  65,             0.02373,           0.0076981,           0.0067643,             0.93268,             0.93367,             0.94112,             0.72872,             0.01626,            0.002711,           0.0054213,           0.0074656,           0.0074656,           0.0074656
                  66,            0.023912,           0.0077845,           0.0069105,             0.93815,             0.93078,             0.94204,             0.72539,            0.016275,           0.0027081,           0.0053314,            0.007426,            0.007426,            0.007426
                  67,            0.023299,           0.0076646,           0.0064447,             0.93778,             0.92909,             0.94214,             0.72426,            0.016267,            0.002701,           0.0053132,           0.0073864,           0.0073864,           0.0073864
                  68,            0.023129,           0.0076275,           0.0063252,               0.934,             0.93292,             0.94219,             0.72834,            0.016208,           0.0026977,           0.0053753,           0.0073468,           0.0073468,           0.0073468
                  69,            0.023075,           0.0075726,           0.0066487,             0.93317,             0.92845,             0.94197,              0.7275,            0.016233,           0.0026958,            0.005343,           0.0073072,           0.0073072,           0.0073072
                  70,            0.022867,           0.0076501,           0.0064951,             0.94027,             0.92253,             0.94417,             0.72766,            0.016214,           0.0026867,           0.0051899,           0.0072676,           0.0072676,           0.0072676
                  71,            0.022803,             0.00751,           0.0061858,             0.93865,             0.92392,             0.94515,             0.73001,            0.016188,           0.0026753,           0.0052337,            0.007228,            0.007228,            0.007228
                  72,            0.023173,           0.0075386,           0.0064156,             0.93397,             0.92914,             0.94509,             0.72927,            0.016192,           0.0026637,           0.0052747,           0.0071884,           0.0071884,           0.0071884
                  73,            0.022623,           0.0074712,           0.0062631,             0.94028,             0.92563,             0.94516,             0.73094,            0.016176,           0.0026541,            0.005235,           0.0071488,           0.0071488,           0.0071488
                  74,             0.02253,           0.0074499,           0.0058273,             0.94166,             0.92005,             0.94562,             0.73097,            0.016151,           0.0026522,           0.0052643,           0.0071092,           0.0071092,           0.0071092
                  75,            0.022574,           0.0074733,           0.0061728,             0.95121,             0.91274,             0.94612,             0.73222,            0.016135,           0.0026417,           0.0052636,           0.0070696,           0.0070696,           0.0070696
                  76,            0.022901,            0.007379,            0.006294,              0.9453,             0.91828,             0.94605,              0.7342,            0.016099,           0.0026363,           0.0052755,             0.00703,             0.00703,             0.00703
                  77,            0.022792,           0.0074406,           0.0064984,             0.94497,             0.91777,             0.94581,             0.73501,            0.016072,           0.0026268,           0.0052952,           0.0069904,           0.0069904,           0.0069904
                  78,            0.022719,           0.0074346,           0.0062008,             0.94279,              0.9227,             0.94513,             0.73453,            0.016084,            0.002625,           0.0054141,           0.0069508,           0.0069508,           0.0069508
                  79,             0.02226,           0.0071787,           0.0057891,             0.94531,             0.92011,             0.94539,             0.73531,            0.016096,           0.0026241,           0.0054591,           0.0069112,           0.0069112,           0.0069112
                  80,            0.022396,           0.0071982,           0.0057062,             0.94506,             0.92465,             0.94585,             0.73457,            0.016133,           0.0026174,           0.0053937,           0.0068716,           0.0068716,           0.0068716
                  81,            0.022037,           0.0071845,           0.0055289,             0.94743,             0.92275,             0.94544,             0.73558,            0.016134,            0.002612,           0.0053535,            0.006832,            0.006832,            0.006832
                  82,            0.022255,           0.0072073,            0.006081,              0.9476,             0.92197,             0.94535,             0.73701,            0.016111,            0.002611,           0.0053237,           0.0067924,           0.0067924,           0.0067924
                  83,            0.021892,           0.0070411,            0.005666,             0.94558,             0.92168,             0.94553,             0.73731,            0.016115,           0.0026083,           0.0052865,           0.0067528,           0.0067528,           0.0067528
                  84,            0.021747,           0.0071723,           0.0056277,             0.94368,             0.92222,             0.94585,             0.73837,            0.016115,           0.0026062,           0.0052995,           0.0067132,           0.0067132,           0.0067132
                  85,            0.022015,           0.0072181,           0.0058722,              0.9337,             0.93764,              0.9465,             0.73914,            0.016116,           0.0026038,           0.0052939,           0.0066736,           0.0066736,           0.0066736
                  86,            0.021421,           0.0071394,           0.0057301,             0.93271,             0.93994,             0.94658,             0.73862,            0.016095,           0.0025984,           0.0052961,            0.006634,            0.006634,            0.006634
                  87,            0.021473,           0.0070896,            0.005574,             0.93962,             0.93587,              0.9468,             0.73978,            0.016088,           0.0025941,           0.0052966,           0.0065944,           0.0065944,           0.0065944
                  88,            0.021577,           0.0070479,           0.0054242,             0.93144,             0.94033,             0.94656,             0.73964,            0.016084,            0.002592,           0.0052654,           0.0065548,           0.0065548,           0.0065548
                  89,             0.02118,           0.0070053,           0.0053729,             0.93219,             0.94033,             0.94673,              0.7407,            0.016091,            0.002591,           0.0052482,           0.0065152,           0.0065152,           0.0065152
                  90,            0.021306,           0.0070015,           0.0054883,             0.94086,             0.93348,             0.94674,             0.74112,            0.016097,           0.0025883,           0.0052419,           0.0064756,           0.0064756,           0.0064756
                  91,            0.021255,           0.0069276,            0.005401,             0.94306,             0.93439,             0.94691,             0.74104,            0.016105,            0.002587,           0.0052361,            0.006436,            0.006436,            0.006436
                  92,            0.021597,           0.0070625,           0.0052116,             0.94246,             0.93235,             0.94738,             0.74195,              0.0161,           0.0025842,           0.0051993,           0.0063964,           0.0063964,           0.0063964
                  93,            0.020881,           0.0068756,            0.005372,             0.94238,             0.93208,             0.94764,             0.74181,            0.016091,           0.0025819,           0.0051784,           0.0063568,           0.0063568,           0.0063568
                  94,            0.021052,           0.0068802,            0.005087,             0.94388,             0.93284,             0.94798,             0.74343,            0.016082,           0.0025785,           0.0051705,           0.0063172,           0.0063172,           0.0063172
                  95,            0.021157,           0.0069233,           0.0052945,             0.94353,             0.93263,             0.94837,              0.7445,            0.016091,           0.0025759,           0.0051537,           0.0062776,           0.0062776,           0.0062776
                  96,            0.021048,           0.0068898,           0.0052671,             0.94013,             0.93266,             0.94868,             0.74468,             0.01609,           0.0025751,           0.0051407,            0.006238,            0.006238,            0.006238
                  97,            0.020675,           0.0068247,           0.0047989,             0.94035,             0.93413,             0.94894,             0.74517,            0.016072,           0.0025744,           0.0051292,           0.0061984,           0.0061984,           0.0061984
                  98,            0.020519,           0.0067852,            0.005215,             0.94049,             0.93534,             0.94917,             0.74442,            0.016058,           0.0025734,           0.0051254,           0.0061588,           0.0061588,           0.0061588
                  99,            0.020133,           0.0065812,           0.0046266,             0.94276,             0.93857,             0.94953,             0.74526,            0.016049,           0.0025712,           0.0051349,           0.0061192,           0.0061192,           0.0061192
                 100,            0.020679,           0.0067191,           0.0049443,             0.94237,             0.93908,             0.94954,              0.7461,            0.016038,           0.0025691,           0.0051385,           0.0060796,           0.0060796,           0.0060796
                 101,            0.020713,           0.0067257,           0.0054281,             0.94068,             0.93904,             0.94948,             0.74571,            0.016031,           0.0025672,           0.0051443,             0.00604,             0.00604,             0.00604
                 102,            0.020258,           0.0066078,           0.0047995,             0.94076,             0.93937,             0.94939,             0.74575,            0.016014,           0.0025649,           0.0051636,           0.0060004,           0.0060004,           0.0060004
                 103,            0.020277,           0.0066578,           0.0052311,             0.94076,             0.93972,             0.94958,             0.74482,            0.016001,            0.002563,            0.005164,           0.0059608,           0.0059608,           0.0059608
                 104,            0.020201,           0.0066779,           0.0047973,             0.93884,             0.94255,             0.94966,             0.74449,            0.015989,           0.0025613,           0.0051743,           0.0059212,           0.0059212,           0.0059212
                 105,            0.020051,           0.0066783,           0.0046762,             0.93766,             0.94255,             0.94982,             0.74535,            0.015971,           0.0025589,           0.0051786,           0.0058816,           0.0058816,           0.0058816
                 106,            0.020494,           0.0066443,           0.0051511,             0.93705,             0.94255,             0.94974,             0.74585,            0.015966,           0.0025575,           0.0051832,            0.005842,            0.005842,            0.005842
                 107,            0.019884,           0.0065003,           0.0044365,              0.9368,             0.94255,              0.9498,              0.7449,            0.015961,           0.0025567,           0.0051753,           0.0058024,           0.0058024,           0.0058024
                 108,            0.020019,           0.0064625,           0.0043419,             0.93852,             0.94247,             0.94966,             0.74511,            0.015966,           0.0025554,           0.0051883,           0.0057628,           0.0057628,           0.0057628
                 109,            0.020314,           0.0064847,           0.0049564,             0.94079,             0.93695,             0.94947,             0.74506,            0.015959,           0.0025541,           0.0051877,           0.0057232,           0.0057232,           0.0057232
                 110,            0.019671,           0.0064285,           0.0042401,             0.94089,             0.93873,             0.94933,             0.74533,            0.015957,           0.0025517,           0.0051881,           0.0056836,           0.0056836,           0.0056836
                 111,            0.019548,           0.0064468,           0.0045744,             0.94322,             0.93792,             0.94951,             0.74536,            0.015947,           0.0025494,           0.0051854,            0.005644,            0.005644,            0.005644
                 112,            0.019811,           0.0065689,           0.0050126,             0.94597,               0.932,             0.94976,             0.74535,            0.015943,           0.0025468,            0.005185,           0.0056044,           0.0056044,           0.0056044
                 113,            0.019692,            0.006358,           0.0043489,             0.94398,             0.93315,             0.94996,             0.74493,            0.015936,           0.0025435,            0.005193,           0.0055648,           0.0055648,           0.0055648
                 114,            0.019472,           0.0063892,           0.0043763,             0.94532,             0.93252,             0.95002,             0.74579,            0.015925,           0.0025419,           0.0052001,           0.0055252,           0.0055252,           0.0055252
                 115,            0.019382,           0.0064141,           0.0044302,             0.94557,             0.93252,             0.94997,             0.74617,            0.015919,           0.0025398,           0.0052065,           0.0054856,           0.0054856,           0.0054856
                 116,            0.019666,           0.0064155,           0.0045091,             0.94357,             0.93488,              0.9503,             0.74621,             0.01591,           0.0025374,           0.0052006,            0.005446,            0.005446,            0.005446
                 117,             0.01922,           0.0063359,           0.0044149,              0.9409,             0.93982,             0.95037,              0.7464,            0.015905,           0.0025357,            0.005206,           0.0054064,           0.0054064,           0.0054064
                 118,            0.019286,           0.0062921,            0.004485,             0.94145,             0.93706,             0.95061,             0.74544,            0.015892,           0.0025339,            0.005201,           0.0053668,           0.0053668,           0.0053668
                 119,            0.019309,           0.0063184,           0.0045782,             0.94119,             0.93952,             0.95073,             0.74541,            0.015885,           0.0025312,           0.0052004,           0.0053272,           0.0053272,           0.0053272
                 120,            0.018941,           0.0062523,           0.0041187,             0.94092,             0.93936,             0.95075,             0.74613,            0.015879,           0.0025287,           0.0052039,           0.0052876,           0.0052876,           0.0052876
                 121,            0.019231,           0.0062561,           0.0044068,             0.93644,             0.94135,             0.95085,             0.74613,            0.015871,           0.0025267,           0.0052076,            0.005248,            0.005248,            0.005248
                 122,            0.018856,           0.0061851,           0.0044405,             0.93636,             0.94131,             0.95087,             0.74599,            0.015865,           0.0025243,            0.005212,           0.0052084,           0.0052084,           0.0052084
                 123,             0.01907,           0.0061997,           0.0043116,             0.93577,             0.94483,             0.95072,             0.74548,            0.015861,           0.0025214,           0.0052184,           0.0051688,           0.0051688,           0.0051688
                 124,            0.019054,           0.0062366,           0.0041658,             0.93794,             0.94027,             0.95078,             0.74651,            0.015852,           0.0025185,           0.0052235,           0.0051292,           0.0051292,           0.0051292
                 125,            0.019231,           0.0062521,           0.0043276,             0.94018,             0.93804,             0.95093,             0.74613,            0.015839,           0.0025158,           0.0052225,           0.0050896,           0.0050896,           0.0050896
                 126,             0.01857,           0.0060713,            0.004157,             0.93759,             0.94312,             0.95091,             0.74652,            0.015829,           0.0025141,           0.0052164,             0.00505,             0.00505,             0.00505
                 127,            0.018645,           0.0060545,           0.0039829,              0.9375,             0.94249,             0.95109,             0.74629,             0.01582,           0.0025122,           0.0052114,           0.0050104,           0.0050104,           0.0050104
                 128,            0.018727,           0.0059279,           0.0040727,             0.93768,             0.94033,             0.95118,             0.74688,            0.015813,           0.0025102,           0.0052044,           0.0049708,           0.0049708,           0.0049708
                 129,            0.018013,           0.0059977,           0.0036093,             0.93765,             0.94033,             0.95202,             0.74583,            0.015808,           0.0025077,           0.0052017,           0.0049312,           0.0049312,           0.0049312
                 130,            0.018303,           0.0060569,           0.0040881,              0.9357,             0.94033,             0.95211,             0.74538,            0.015807,           0.0025058,           0.0051966,           0.0048916,           0.0048916,           0.0048916
                 131,            0.018237,           0.0061296,           0.0040048,             0.94285,             0.93305,             0.95232,             0.74589,            0.015804,           0.0025035,           0.0051909,            0.004852,            0.004852,            0.004852
                 132,            0.018381,           0.0059929,           0.0039466,             0.93578,             0.94131,             0.95232,               0.746,            0.015795,           0.0025011,           0.0051888,           0.0048124,           0.0048124,           0.0048124
                 133,            0.018325,           0.0060356,           0.0042931,             0.93561,              0.9415,             0.95154,             0.74543,            0.015798,           0.0024994,           0.0051921,           0.0047728,           0.0047728,           0.0047728
                 134,            0.018256,           0.0058964,           0.0038669,             0.93564,             0.94122,             0.95185,             0.74537,            0.015797,            0.002498,           0.0051886,           0.0047332,           0.0047332,           0.0047332
                 135,             0.01818,           0.0059375,           0.0036681,             0.93554,             0.94065,             0.95185,             0.74559,            0.015796,           0.0024958,           0.0051792,           0.0046936,           0.0046936,           0.0046936
                 136,            0.018177,           0.0059433,           0.0040472,             0.93655,             0.94033,             0.95242,             0.74703,            0.015791,           0.0024946,           0.0051719,            0.004654,            0.004654,            0.004654
                 137,            0.018197,           0.0059505,            0.003996,             0.94218,             0.93835,             0.95255,             0.74715,            0.015787,           0.0024926,           0.0051729,           0.0046144,           0.0046144,           0.0046144
                 138,            0.018065,           0.0058229,           0.0038531,             0.94225,             0.93544,             0.95263,             0.74769,            0.015782,           0.0024909,           0.0051771,           0.0045748,           0.0045748,           0.0045748
                 139,              0.0181,           0.0059259,           0.0038012,             0.94226,             0.93447,             0.95264,               0.748,            0.015779,           0.0024899,           0.0051775,           0.0045352,           0.0045352,           0.0045352
                 140,            0.017803,           0.0058769,           0.0037214,             0.94253,             0.93569,             0.95275,             0.74773,            0.015778,           0.0024884,           0.0051755,           0.0044956,           0.0044956,           0.0044956
                 141,            0.017589,           0.0057754,            0.003733,             0.94232,             0.93617,             0.95269,             0.74716,            0.015771,           0.0024873,           0.0051817,            0.004456,            0.004456,            0.004456
                 142,            0.017682,           0.0057895,            0.003345,             0.94251,             0.93651,             0.95277,             0.74721,            0.015766,           0.0024855,           0.0051909,           0.0044164,           0.0044164,           0.0044164
                 143,            0.017881,           0.0058467,           0.0037209,             0.94284,             0.93648,             0.95289,              0.7467,            0.015761,           0.0024846,           0.0052007,           0.0043768,           0.0043768,           0.0043768
                 144,            0.017862,           0.0058142,           0.0038886,             0.94117,             0.93716,             0.95294,             0.74609,             0.01576,           0.0024831,           0.0052109,           0.0043372,           0.0043372,           0.0043372
                 145,            0.017747,           0.0058465,           0.0036784,             0.94162,             0.93709,             0.95307,             0.74574,            0.015756,           0.0024818,           0.0052215,           0.0042976,           0.0042976,           0.0042976
                 146,            0.017741,           0.0057588,           0.0037898,             0.94205,             0.93692,             0.95322,             0.74589,             0.01575,           0.0024804,           0.0052249,            0.004258,            0.004258,            0.004258
                 147,             0.01748,           0.0057301,           0.0035821,             0.94244,             0.93679,              0.9533,             0.74554,            0.015746,            0.002479,           0.0052179,           0.0042184,           0.0042184,           0.0042184
                 148,            0.016972,           0.0056739,           0.0035266,             0.94215,             0.93512,             0.95359,             0.74661,            0.015742,           0.0024776,           0.0052144,           0.0041788,           0.0041788,           0.0041788
                 149,            0.017338,           0.0056215,           0.0034222,             0.94218,             0.93529,             0.95355,             0.74658,            0.015743,           0.0024769,           0.0052146,           0.0041392,           0.0041392,           0.0041392
                 150,            0.017077,           0.0056443,           0.0035833,              0.9402,             0.93814,              0.9536,             0.74604,             0.01574,           0.0024752,           0.0052106,           0.0040996,           0.0040996,           0.0040996
                 151,            0.017023,           0.0056052,            0.003348,             0.94028,             0.93812,             0.95355,             0.74559,            0.015737,           0.0024736,           0.0052148,             0.00406,             0.00406,             0.00406
                 152,            0.017048,           0.0055976,           0.0034855,             0.94033,              0.9382,             0.95377,             0.74677,            0.015731,           0.0024724,           0.0052155,           0.0040204,           0.0040204,           0.0040204
                 153,            0.017087,            0.005547,           0.0032877,             0.94317,             0.93686,             0.95415,             0.74667,            0.015728,           0.0024708,           0.0052264,           0.0039808,           0.0039808,           0.0039808
                 154,            0.016907,           0.0056077,           0.0034572,             0.94385,             0.93679,              0.9542,             0.74653,            0.015729,           0.0024701,           0.0052475,           0.0039412,           0.0039412,           0.0039412
                 155,            0.016772,           0.0055124,           0.0031413,             0.94434,             0.93687,             0.95418,             0.74684,            0.015725,           0.0024686,            0.005261,           0.0039016,           0.0039016,           0.0039016
