               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.016934,           0.0054567,           0.0031033,              0.9445,             0.93695,             0.95422,             0.74649,            0.015721,           0.0024671,           0.0052648,            0.003862,            0.003862,            0.003862
                 157,             0.01712,           0.0054475,           0.0032128,             0.94754,             0.93615,             0.95428,             0.74721,            0.015714,           0.0024656,           0.0052751,           0.0038224,           0.0038224,           0.0038224
                 158,            0.016536,           0.0054668,           0.0032961,             0.94281,             0.93743,             0.95439,             0.74687,            0.015712,            0.002464,           0.0052808,           0.0037828,           0.0037828,           0.0037828
                 159,            0.016853,           0.0055232,           0.0032945,             0.94375,             0.93781,             0.95446,             0.74773,            0.015701,           0.0024626,           0.0052841,           0.0037432,           0.0037432,           0.0037432
                 160,            0.016611,              0.0055,           0.0030125,             0.94233,             0.93892,              0.9545,             0.74776,            0.015698,           0.0024614,           0.0052996,           0.0037036,           0.0037036,           0.0037036
                 161,             0.01672,           0.0053893,           0.0032629,             0.94189,             0.94199,             0.95464,              0.7472,            0.015689,           0.0024596,           0.0053125,            0.003664,            0.003664,            0.003664
                 162,            0.016689,           0.0055051,           0.0031273,             0.94261,             0.93866,             0.95474,             0.74739,            0.015686,           0.0024586,             0.00533,           0.0036244,           0.0036244,           0.0036244
                 163,            0.016318,           0.0053794,           0.0030844,             0.94243,             0.93948,             0.95477,             0.74759,            0.015679,            0.002457,           0.0053399,           0.0035848,           0.0035848,           0.0035848
                 164,            0.016427,           0.0053101,           0.0026642,             0.94198,             0.94072,             0.95493,             0.74773,            0.015676,           0.0024554,           0.0053467,           0.0035452,           0.0035452,           0.0035452
                 165,            0.015943,           0.0052849,           0.0030057,             0.94172,             0.94085,               0.955,             0.74826,            0.015672,            0.002454,           0.0053569,           0.0035056,           0.0035056,           0.0035056
                 166,            0.016453,           0.0053056,           0.0031815,             0.94105,             0.94185,             0.95496,             0.74738,            0.015672,           0.0024536,           0.0053632,            0.003466,            0.003466,            0.003466
                 167,            0.016082,           0.0052139,           0.0029218,             0.94112,             0.94146,               0.955,             0.74829,            0.015673,            0.002453,           0.0053607,           0.0034264,           0.0034264,           0.0034264
                 168,            0.016153,           0.0052919,           0.0029227,             0.94059,             0.94272,             0.95511,             0.74864,            0.015675,           0.0024523,           0.0053627,           0.0033868,           0.0033868,           0.0033868
                 169,             0.01576,           0.0052051,           0.0027291,             0.94043,             0.94286,             0.95515,              0.7485,            0.015675,           0.0024516,           0.0053805,           0.0033472,           0.0033472,           0.0033472
                 170,            0.015824,           0.0051622,           0.0028786,             0.94022,             0.94313,             0.95513,             0.74927,            0.015672,           0.0024509,           0.0053898,           0.0033076,           0.0033076,           0.0033076
                 171,            0.015699,            0.005163,           0.0026179,             0.94029,             0.94297,             0.95522,             0.74948,            0.015676,           0.0024501,           0.0053984,            0.003268,            0.003268,            0.003268
                 172,             0.01576,           0.0051221,           0.0028837,             0.94646,              0.9348,             0.95521,             0.74895,            0.015679,           0.0024497,           0.0053982,           0.0032284,           0.0032284,           0.0032284
                 173,            0.015869,           0.0051881,           0.0028401,             0.95208,             0.93258,              0.9552,             0.74846,            0.015677,           0.0024491,           0.0054017,           0.0031888,           0.0031888,           0.0031888
                 174,            0.015618,            0.005147,           0.0026688,             0.95501,             0.93258,             0.95518,             0.74925,             0.01568,           0.0024483,           0.0053977,           0.0031492,           0.0031492,           0.0031492
                 175,            0.015432,            0.005094,           0.0028077,             0.95624,             0.93233,             0.95528,              0.7496,            0.015681,           0.0024481,           0.0053974,           0.0031096,           0.0031096,           0.0031096
                 176,            0.015426,           0.0051357,           0.0026734,             0.95459,             0.92984,             0.95533,             0.74957,            0.015688,           0.0024474,           0.0053928,             0.00307,             0.00307,             0.00307
                 177,            0.015046,           0.0050894,           0.0028422,             0.94272,             0.94371,             0.95528,             0.74794,            0.015684,            0.002447,           0.0053911,           0.0030304,           0.0030304,           0.0030304
                 178,            0.015355,           0.0050387,           0.0031023,             0.94261,             0.94389,             0.95545,             0.74954,            0.015686,           0.0024469,           0.0053861,           0.0029908,           0.0029908,           0.0029908
                 179,            0.015065,           0.0049905,           0.0026821,             0.94264,             0.94399,              0.9556,             0.74835,            0.015683,           0.0024471,           0.0053884,           0.0029512,           0.0029512,           0.0029512
                 180,            0.015038,           0.0050848,            0.002855,             0.94266,             0.94402,              0.9557,             0.74841,            0.015685,           0.0024473,           0.0053782,           0.0029116,           0.0029116,           0.0029116
                 181,            0.014942,           0.0049524,           0.0027194,             0.94258,             0.94405,             0.95569,             0.74924,            0.015685,           0.0024481,           0.0053735,            0.002872,            0.002872,            0.002872
                 182,            0.015157,           0.0049481,           0.0026023,              0.9545,             0.93708,             0.95571,             0.74964,            0.015687,           0.0024483,           0.0053643,           0.0028324,           0.0028324,           0.0028324
                 183,            0.014896,           0.0048863,            0.002466,             0.95415,             0.93708,             0.95562,             0.74907,            0.015689,           0.0024488,           0.0053571,           0.0027928,           0.0027928,           0.0027928
                 184,            0.014527,           0.0048967,           0.0023782,             0.95378,             0.93708,              0.9555,             0.74768,            0.015693,           0.0024486,           0.0053551,           0.0027532,           0.0027532,           0.0027532
                 185,            0.014904,           0.0048656,           0.0026491,             0.95344,             0.93708,             0.95574,             0.74988,            0.015696,           0.0024488,           0.0053445,           0.0027136,           0.0027136,           0.0027136
                 186,            0.014575,            0.004922,           0.0022973,             0.95335,             0.93708,             0.95589,             0.75104,            0.015695,           0.0024488,           0.0053397,            0.002674,            0.002674,            0.002674
                 187,            0.014694,           0.0048744,           0.0024755,             0.95354,             0.93708,              0.9559,             0.75066,            0.015704,           0.0024496,           0.0053383,           0.0026344,           0.0026344,           0.0026344
                 188,            0.014856,           0.0048136,            0.002591,             0.95371,             0.93708,             0.95596,             0.75073,            0.015707,           0.0024494,           0.0053391,           0.0025948,           0.0025948,           0.0025948
                 189,              0.0147,           0.0048629,           0.0023761,             0.95372,             0.93708,             0.95608,             0.75083,            0.015709,            0.002449,           0.0053358,           0.0025552,           0.0025552,           0.0025552
                 190,            0.014568,           0.0048879,           0.0027104,             0.95464,             0.93708,             0.95607,             0.75211,            0.015709,           0.0024486,           0.0053355,           0.0025156,           0.0025156,           0.0025156
                 191,            0.014531,           0.0047959,           0.0022816,             0.95616,             0.93668,             0.95622,             0.75136,            0.015711,           0.0024488,           0.0053333,            0.002476,            0.002476,            0.002476
                 192,            0.014087,           0.0047005,           0.0023204,             0.95584,             0.93708,             0.95634,             0.74978,             0.01571,           0.0024487,           0.0053304,           0.0024364,           0.0024364,           0.0024364
                 193,            0.014457,           0.0047862,            0.002378,             0.95436,             0.93569,              0.9562,             0.74946,            0.015712,           0.0024483,           0.0053376,           0.0023968,           0.0023968,           0.0023968
                 194,            0.013898,            0.004701,           0.0022031,             0.95665,             0.93698,             0.95612,             0.74959,            0.015717,           0.0024476,           0.0053422,           0.0023572,           0.0023572,           0.0023572
                 195,            0.013799,           0.0046131,           0.0022101,             0.95815,              0.9385,             0.95626,             0.74985,            0.015719,           0.0024471,            0.005354,           0.0023176,           0.0023176,           0.0023176
                 196,            0.014009,           0.0046481,            0.002334,             0.95596,             0.93645,             0.95623,             0.74964,            0.015718,           0.0024467,           0.0053643,            0.002278,            0.002278,            0.002278
                 197,            0.013857,           0.0046907,           0.0020832,             0.95585,              0.9389,             0.95616,             0.74995,            0.015719,            0.002447,           0.0053817,           0.0022384,           0.0022384,           0.0022384
                 198,            0.013975,           0.0046911,           0.0020791,             0.95578,             0.93909,             0.95607,             0.74989,            0.015718,           0.0024467,           0.0053986,           0.0021988,           0.0021988,           0.0021988
                 199,            0.013932,           0.0046427,           0.0022521,             0.95597,             0.93677,             0.95576,             0.74966,            0.015721,           0.0024462,           0.0054107,           0.0021592,           0.0021592,           0.0021592
                 200,            0.013776,           0.0046351,           0.0021738,             0.95575,              0.9372,             0.95573,             0.74924,            0.015718,           0.0024467,           0.0054205,           0.0021196,           0.0021196,           0.0021196
                 201,             0.01368,           0.0045775,           0.0019662,             0.95565,             0.93749,             0.95567,             0.74941,            0.015721,           0.0024473,           0.0054271,             0.00208,             0.00208,             0.00208
                 202,            0.013709,            0.004529,           0.0021046,             0.95531,             0.93714,             0.95545,              0.7489,            0.015722,           0.0024476,            0.005438,           0.0020404,           0.0020404,           0.0020404
                 203,            0.013653,           0.0045238,           0.0020345,             0.95505,             0.93714,             0.95538,             0.74908,            0.015725,           0.0024473,           0.0054484,           0.0020008,           0.0020008,           0.0020008
                 204,              0.0134,           0.0045201,           0.0021934,             0.95506,             0.93714,             0.95537,             0.74951,            0.015725,           0.0024477,           0.0054507,           0.0019612,           0.0019612,           0.0019612
                 205,            0.013373,            0.004436,           0.0019856,             0.95525,             0.93714,             0.95538,             0.74921,            0.015724,           0.0024483,           0.0054526,           0.0019216,           0.0019216,           0.0019216
                 206,            0.013186,           0.0044633,            0.002055,              0.9554,             0.93714,             0.95527,             0.74924,            0.015726,           0.0024486,           0.0054557,            0.001882,            0.001882,            0.001882
                 207,             0.01329,           0.0044442,           0.0020171,             0.95557,             0.93714,             0.95522,              0.7491,            0.015728,           0.0024495,           0.0054595,           0.0018424,           0.0018424,           0.0018424
                 208,            0.013174,           0.0043473,           0.0019698,             0.95549,             0.93714,             0.95513,             0.74813,            0.015729,           0.0024501,           0.0054691,           0.0018028,           0.0018028,           0.0018028
                 209,            0.012877,           0.0043285,           0.0017418,             0.95616,             0.93714,              0.9551,              0.7487,            0.015732,           0.0024512,           0.0054807,           0.0017632,           0.0017632,           0.0017632
                 210,            0.013206,           0.0043961,           0.0020545,             0.95906,             0.93714,               0.955,             0.74896,            0.015732,           0.0024514,           0.0054876,           0.0017236,           0.0017236,           0.0017236
                 211,            0.013037,           0.0043175,           0.0019246,             0.95885,             0.93714,               0.955,             0.74948,            0.015732,            0.002452,           0.0054996,            0.001684,            0.001684,            0.001684
                 212,            0.012871,           0.0042703,           0.0018056,             0.96019,             0.93714,             0.95487,             0.74965,            0.015729,           0.0024529,           0.0055122,           0.0016444,           0.0016444,           0.0016444
                 213,            0.012968,           0.0042576,           0.0018895,             0.96049,             0.93714,              0.9548,             0.74882,            0.015727,           0.0024537,            0.005508,           0.0016048,           0.0016048,           0.0016048
                 214,            0.012818,           0.0042907,           0.0017649,             0.95942,             0.93714,              0.9547,               0.749,             0.01573,           0.0024547,           0.0055056,           0.0015652,           0.0015652,           0.0015652
                 215,            0.012657,           0.0042501,           0.0018758,             0.95948,             0.93676,             0.95454,             0.74861,            0.015731,           0.0024556,           0.0055044,           0.0015256,           0.0015256,           0.0015256
                 216,            0.012278,           0.0042505,           0.0015882,              0.9597,             0.93713,             0.95455,             0.74902,            0.015725,           0.0024558,           0.0055059,            0.001486,            0.001486,            0.001486
                 217,            0.012461,           0.0041859,           0.0017304,             0.96067,             0.93427,             0.95454,             0.74892,            0.015724,           0.0024566,           0.0055036,           0.0014464,           0.0014464,           0.0014464
                 218,            0.012375,           0.0041424,           0.0018271,             0.96054,             0.93341,             0.95431,              0.7494,             0.01572,           0.0024583,           0.0054968,           0.0014068,           0.0014068,           0.0014068
                 219,            0.012549,           0.0041912,           0.0017061,             0.96318,             0.93458,             0.95437,             0.75012,            0.015723,           0.0024605,           0.0054949,           0.0013672,           0.0013672,           0.0013672
                 220,            0.012492,           0.0041065,           0.0016121,             0.96325,             0.93449,             0.95415,             0.74984,            0.015724,           0.0024622,           0.0054885,           0.0013276,           0.0013276,           0.0013276
                 221,            0.012356,           0.0041158,           0.0015542,             0.96324,             0.93445,             0.95408,             0.75066,            0.015726,           0.0024636,            0.005492,            0.001288,            0.001288,            0.001288
                 222,            0.011978,           0.0040558,           0.0015465,             0.96328,             0.93434,             0.95411,             0.75126,            0.015728,           0.0024653,           0.0054925,           0.0012484,           0.0012484,           0.0012484
                 223,            0.012105,           0.0041166,           0.0016727,             0.96334,             0.93411,             0.95418,             0.75102,            0.015726,           0.0024665,           0.0054979,           0.0012088,           0.0012088,           0.0012088
                 224,            0.012005,           0.0041202,           0.0017107,             0.96316,              0.9344,             0.95398,             0.75048,            0.015726,           0.0024674,           0.0054988,           0.0011692,           0.0011692,           0.0011692
                 225,            0.012008,            0.004035,           0.0015938,             0.96315,              0.9343,             0.95395,             0.75048,            0.015728,           0.0024683,           0.0054933,           0.0011296,           0.0011296,           0.0011296
                 226,             0.01192,           0.0040154,           0.0016406,             0.96082,             0.93219,             0.95398,             0.75148,            0.015728,           0.0024692,           0.0054909,             0.00109,             0.00109,             0.00109
                 227,            0.011569,           0.0039816,           0.0013641,             0.96038,             0.93323,               0.954,             0.75008,             0.01573,           0.0024707,           0.0054903,           0.0010504,           0.0010504,           0.0010504
                 228,            0.011566,           0.0039809,           0.0014549,             0.96108,             0.93274,             0.95406,             0.75027,            0.015731,            0.002473,           0.0054872,           0.0010108,           0.0010108,           0.0010108
                 229,            0.011388,           0.0039221,           0.0012759,             0.96121,             0.93319,             0.95416,             0.74971,            0.015736,           0.0024757,           0.0054904,           0.0009712,           0.0009712,           0.0009712
                 230,            0.011478,           0.0038822,           0.0015079,             0.95993,             0.93444,             0.95428,             0.74987,            0.015736,           0.0024786,           0.0054928,           0.0009316,           0.0009316,           0.0009316
                 231,            0.011426,           0.0038886,           0.0013832,             0.95986,             0.93444,             0.95445,             0.74956,            0.015739,           0.0024813,           0.0054915,            0.000892,            0.000892,            0.000892
                 232,            0.011241,           0.0038271,           0.0012762,             0.95986,             0.93449,             0.95453,             0.75079,            0.015741,           0.0024832,           0.0054944,           0.0008524,           0.0008524,           0.0008524
                 233,            0.010978,           0.0038644,           0.0012982,             0.96075,             0.93362,             0.95458,             0.75097,            0.015742,           0.0024857,           0.0054902,           0.0008128,           0.0008128,           0.0008128
                 234,            0.011103,           0.0038051,           0.0013687,             0.96087,             0.93326,             0.95466,              0.7508,            0.015747,           0.0024882,           0.0054874,           0.0007732,           0.0007732,           0.0007732
                 235,            0.010844,           0.0037321,           0.0011098,             0.96073,             0.93345,             0.95477,             0.75018,            0.015751,           0.0024908,           0.0054883,           0.0007336,           0.0007336,           0.0007336
                 236,            0.010906,           0.0038266,           0.0012993,             0.96051,             0.93364,             0.95486,             0.75016,            0.015753,           0.0024929,           0.0054896,            0.000694,            0.000694,            0.000694
                 237,             0.01087,           0.0037557,           0.0012249,             0.96123,             0.93294,             0.95459,             0.74994,            0.015753,           0.0024955,            0.005486,           0.0006544,           0.0006544,           0.0006544
                 238,            0.010861,           0.0037285,           0.0011651,             0.96128,             0.93309,             0.95469,             0.74984,            0.015756,           0.0024981,           0.0054842,           0.0006148,           0.0006148,           0.0006148
                 239,             0.01078,           0.0037496,           0.0011637,             0.96045,             0.93389,             0.95475,             0.75011,            0.015761,           0.0025002,            0.005486,           0.0005752,           0.0005752,           0.0005752
                 240,            0.010639,           0.0036507,           0.0012713,             0.96059,             0.93403,             0.95482,             0.75024,            0.015765,           0.0025038,           0.0054863,           0.0005356,           0.0005356,           0.0005356
                 241,             0.01071,           0.0036157,           0.0011152,             0.96065,             0.93393,             0.95489,             0.74986,            0.015771,            0.002507,           0.0054873,            0.000496,            0.000496,            0.000496
                 242,            0.010481,           0.0036687,           0.0010649,             0.96097,             0.93372,             0.95496,              0.7496,            0.015777,           0.0025107,           0.0054906,           0.0004564,           0.0004564,           0.0004564
                 243,            0.010487,           0.0035646,           0.0011243,             0.96115,             0.93366,             0.95501,             0.74812,             0.01578,           0.0025144,           0.0054979,           0.0004168,           0.0004168,           0.0004168
                 244,            0.010343,           0.0035817,          0.00097118,             0.96112,             0.93224,              0.9552,             0.74911,            0.015783,           0.0025179,            0.005505,           0.0003772,           0.0003772,           0.0003772
                 245,             0.01033,           0.0035275,           0.0012078,             0.96109,             0.93162,             0.95541,             0.74986,            0.015788,           0.0025221,           0.0055124,           0.0003376,           0.0003376,           0.0003376
                 246,            0.010204,           0.0035587,           0.0009984,              0.9612,             0.93119,             0.95545,             0.74984,             0.01579,           0.0025263,           0.0055214,            0.000298,            0.000298,            0.000298
                 247,            0.010073,           0.0035469,           0.0010636,             0.96131,              0.9311,             0.95547,             0.75048,            0.015792,           0.0025304,           0.0055319,           0.0002584,           0.0002584,           0.0002584
                 248,           0.0099601,           0.0035175,          0.00098583,             0.96138,             0.93114,              0.9555,             0.75133,            0.015796,           0.0025345,           0.0055442,           0.0002188,           0.0002188,           0.0002188
                 249,           0.0097717,           0.0035051,           0.0010108,              0.9622,             0.93064,             0.95561,             0.75183,              0.0158,           0.0025386,           0.0055594,           0.0001792,           0.0001792,           0.0001792
