                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.97697,                0.94592,                 1.3048,                0.80364,                0.75073,                0.80777,                0.62713,                0.81004,                0.73419,                 1.1639,              0.0010644,              0.0010644,              0.0010644
                     18,                0.97244,                0.91302,                 1.2987,                0.88457,                0.75336,                0.85855,                0.67412,                0.81084,                0.68979,                 1.2004,               0.001052,               0.001052,               0.001052
                     19,                0.92787,                 0.8863,                 1.2733,                0.70319,                0.84464,                 0.8423,                0.65392,                0.84475,                0.76712,                 1.1735,              0.0010396,              0.0010396,              0.0010396
                     20,                0.93521,                0.89819,                 1.2691,                0.83393,                0.85252,                 0.8885,                0.71445,                0.83701,                0.70238,                 1.2531,              0.0010273,              0.0010273,              0.0010273
                     21,                0.90594,                0.81145,                 1.2413,                0.72675,                0.82109,                0.82161,                0.62732,                0.93821,                0.66844,                 1.2963,              0.0010149,              0.0010149,              0.0010149
                     22,                0.93262,                0.83129,                 1.2598,                0.93158,                0.73216,                0.87826,                0.66553,                0.90647,                0.66191,                 1.2276,              0.0010025,              0.0010025,              0.0010025
                     23,                0.91376,                0.84112,                 1.2676,                0.68664,                 0.9625,                0.79059,                 0.6081,                0.82759,                0.65755,                 1.1989,             0.00099013,             0.00099013,             0.00099013
                     24,                0.89785,                0.86211,                 1.2513,                0.73947,                0.89471,                0.82109,                0.65198,                0.80967,                0.73876,                 1.2324,             0.00097775,             0.00097775,             0.00097775
                     25,                 0.8849,                0.82221,                 1.2345,                0.66975,                0.86964,                0.80816,                0.62853,                0.76421,                0.70102,                 1.1858,             0.00096537,             0.00096537,             0.00096537
                     26,                0.86748,                0.80072,                 1.2199,                0.63287,                0.81964,                0.80444,                0.63726,                0.82111,                0.73632,                 1.2053,               0.000953,               0.000953,               0.000953
                     27,                0.88771,                  0.824,                 1.2552,                0.73004,                0.85905,                0.81696,                0.66153,                 0.7552,                 0.6375,                 1.1695,             0.00094062,             0.00094062,             0.00094062
                     28,                0.88912,                0.79602,                 1.2518,                0.73841,                0.70721,                0.79891,                0.63062,                0.79751,                0.74269,                 1.1925,             0.00092825,             0.00092825,             0.00092825
                     29,                0.86803,                0.78666,                 1.2158,                0.63462,                 0.8875,                0.79229,                0.64527,                0.74309,                0.67602,                 1.1327,             0.00091588,             0.00091588,             0.00091588
                     30,                0.85422,                0.78709,                 1.2241,                0.78881,                0.91469,                0.88415,                0.69155,                0.82329,                0.64442,                 1.2461,              0.0009035,              0.0009035,              0.0009035
                     31,                0.84466,                0.72363,                 1.1972,                0.71339,                0.88746,                0.82302,                0.65327,                0.79079,                 0.6414,                 1.2026,             0.00089112,             0.00089112,             0.00089112
                     32,                 0.8543,                0.74353,                 1.2148,                0.90843,                 0.7444,                0.86868,                0.69746,                0.76323,                 0.6226,                 1.2025,             0.00087875,             0.00087875,             0.00087875
                     33,                0.85082,                 0.7638,                 1.2129,                0.73847,                0.84925,                0.81693,                0.66694,                0.80687,                0.68107,                  1.198,             0.00086637,             0.00086637,             0.00086637
                     34,                0.86316,                0.74754,                 1.2101,                 0.8162,                0.81905,                0.89526,                0.72951,                0.76577,                0.66845,                 1.1788,               0.000854,               0.000854,               0.000854
                     35,                0.81623,                0.73355,                 1.1998,                0.72169,                0.85711,                0.83493,                0.66247,                0.79462,                 0.6406,                 1.1918,             0.00084162,             0.00084162,             0.00084162
                     36,                0.84643,                 0.7586,                 1.2146,                0.74604,                0.81805,                0.82713,                0.66841,                0.75841,                 0.6438,                 1.1876,             0.00082925,             0.00082925,             0.00082925
                     37,                0.79782,                 0.7138,                 1.1817,                0.82988,                 0.8989,                0.90758,                0.72462,                0.73609,                0.59106,                 1.1646,             0.00081688,             0.00081688,             0.00081688
                     38,                0.81358,                0.70767,                 1.1957,                0.84272,                0.91873,                0.95582,                0.79184,                0.75502,                0.58718,                 1.1977,              0.0008045,              0.0008045,              0.0008045
                     39,                0.77492,                0.66047,                 1.1597,                0.84547,                0.89268,                0.90357,                0.74354,                 0.6818,                0.58202,                  1.134,             0.00079213,             0.00079213,             0.00079213
                     40,                0.80684,                0.69723,                 1.1781,                0.79517,                0.82028,                0.84397,                0.67964,                0.76512,                0.69964,                   1.14,             0.00077975,             0.00077975,             0.00077975
                     41,                0.79926,                0.67559,                 1.1709,                0.93515,                0.80781,                0.91126,                0.74555,                0.74055,                 0.5675,                 1.1904,             0.00076738,             0.00076738,             0.00076738
                     42,                0.80478,                0.70214,                 1.1798,                0.73596,                0.90344,                0.91444,                 0.7496,                0.73264,                0.58718,                 1.1373,               0.000755,               0.000755,               0.000755
                     43,                0.76028,                 0.6608,                 1.1487,                0.78911,                0.81612,                  0.864,                0.70662,                0.70471,                0.58653,                 1.1256,             0.00074263,             0.00074263,             0.00074263
                     44,                0.79622,                0.67337,                 1.1729,                0.90577,                0.89187,                0.93183,                0.76193,                0.77315,                0.58483,                 1.1724,             0.00073025,             0.00073025,             0.00073025
                     45,                0.78773,                 0.6796,                 1.1592,                0.72499,                0.87667,                0.85567,                0.69953,                 0.7415,                0.58478,                 1.1507,             0.00071788,             0.00071788,             0.00071788
                     46,                0.77201,                0.65413,                 1.1538,                0.86665,                0.85863,                0.91188,                 0.7001,                 0.7856,                0.55612,                 1.1832,              0.0007055,              0.0007055,              0.0007055
                     47,                0.78701,                 0.6533,                 1.1733,                0.80844,                0.92998,                0.93071,                0.73096,                0.91268,                0.61576,                 1.2709,             0.00069313,             0.00069313,             0.00069313
                     48,                0.74737,                0.64107,                 1.1366,                0.81602,                0.87933,                0.90652,                0.74671,                0.74759,                0.58461,                 1.1493,             0.00068075,             0.00068075,             0.00068075
                     49,                0.78045,                 0.6455,                 1.1573,                0.77236,                0.80766,                0.85435,                0.68314,                0.78754,                0.69184,                 1.1694,             0.00066838,             0.00066838,             0.00066838
                     50,                0.73968,                0.62863,                 1.1324,                0.75765,                   0.95,                0.87874,                 0.7112,                0.75796,                0.58408,                 1.1493,               0.000656,               0.000656,               0.000656
                     51,                0.77311,                0.63751,                  1.156,                0.76614,                0.89292,                0.86468,                0.70214,                 0.7946,                0.62648,                 1.2064,             0.00064362,             0.00064362,             0.00064362
                     52,                0.75899,                0.63569,                 1.1425,                 0.9127,                0.83132,                 0.9127,                 0.7458,                0.77684,                0.54429,                 1.1935,             0.00063125,             0.00063125,             0.00063125
                     53,                0.73765,                0.60731,                 1.1368,                0.81509,                 0.9625,                0.92624,                0.76229,                0.78184,                0.55227,                  1.184,             0.00061887,             0.00061887,             0.00061887
                     54,                0.71929,                0.59564,                 1.1177,                0.87751,                0.81405,                 0.8971,                0.72529,                0.80242,                 0.6416,                  1.212,              0.0006065,              0.0006065,              0.0006065
                     55,                0.72576,                0.61829,                 1.1379,                  0.833,                0.83432,                0.86767,                0.68134,                0.77754,                0.65273,                 1.1574,             0.00059413,             0.00059413,             0.00059413
                     56,                0.74764,                0.63879,                 1.1408,                0.75973,                0.84157,                0.82359,                0.64854,                0.80257,                0.66108,                 1.1848,             0.00058175,             0.00058175,             0.00058175
                     57,                0.71605,                0.59444,                  1.118,                0.82483,                0.93078,                0.91531,                0.71737,                0.75088,                0.62665,                 1.1763,             0.00056938,             0.00056938,             0.00056938
                     58,                0.71634,                0.58798,                 1.1236,                0.79949,                0.83102,                0.84583,                0.69893,                0.72467,                0.61286,                 1.1502,               0.000557,               0.000557,               0.000557
                     59,                0.72631,                0.61161,                 1.1197,                 0.8193,                0.76628,                0.82526,                0.65793,                0.73806,                0.63338,                  1.152,             0.00054463,             0.00054463,             0.00054463
                     60,                0.70292,                 0.5748,                 1.1163,                 0.7933,                 0.9375,                0.90639,                 0.7379,                0.71567,                0.56413,                 1.1523,             0.00053225,             0.00053225,             0.00053225
                     61,                 0.7188,                0.59805,                 1.1166,                0.80728,                0.86406,                0.87058,                 0.7203,                 0.7229,                0.61384,                 1.1494,             0.00051988,             0.00051988,             0.00051988
                     62,                0.69912,                0.55224,                 1.1029,                0.77978,                 0.8683,                0.84974,                 0.6975,                0.72773,                0.58337,                  1.157,              0.0005075,              0.0005075,              0.0005075
                     63,                 0.6961,                0.57531,                 1.1089,                0.80106,                0.85179,                0.84803,                0.68712,                0.71042,                0.58337,                 1.1627,             0.00049513,             0.00049513,             0.00049513
                     64,                0.70771,                0.57651,                 1.1114,                0.83723,                0.84798,                0.90953,                0.73304,                0.72452,                0.54685,                 1.1965,             0.00048275,             0.00048275,             0.00048275
                     65,                0.69297,                0.58868,                 1.1008,                0.85625,                0.90496,                0.90975,                0.74242,                0.75548,                0.57282,                 1.1811,             0.00047038,             0.00047038,             0.00047038
                     66,                0.68558,                0.54866,                 1.0974,                0.81192,                 0.9306,                0.92426,                0.75148,                0.77386,                0.56978,                  1.162,               0.000458,               0.000458,               0.000458
                     67,                0.69876,                0.56918,                 1.1042,                0.82158,                  0.875,                0.89932,                0.72071,                0.81531,                0.60089,                 1.2146,             0.00044563,             0.00044563,             0.00044563
                     68,                 0.7093,                0.56253,                  1.108,                0.97476,                 0.7975,                0.91366,                 0.7591,                0.73533,                0.56864,                 1.1696,             0.00043325,             0.00043325,             0.00043325
                     69,                0.69984,                0.56722,                 1.1106,                0.89175,                0.82506,                0.89724,                0.74048,                0.73875,                0.57516,                 1.1773,             0.00042087,             0.00042087,             0.00042087
                     70,                0.66897,                0.57365,                 1.0883,                0.90134,                0.85096,                0.87501,                0.70805,                0.75304,                0.54065,                 1.1923,              0.0004085,              0.0004085,              0.0004085
                     71,                0.67427,                0.55007,                 1.0822,                0.90881,                0.85323,                0.91099,                0.75766,                0.73045,                0.58728,                 1.1572,             0.00039613,             0.00039613,             0.00039613
                     72,                0.69884,                0.55149,                 1.1049,                0.88373,                0.81206,                 0.9025,                0.74396,                0.71789,                0.59139,                 1.1568,             0.00038375,             0.00038375,             0.00038375
                     73,                 0.6724,                0.54453,                 1.0847,                0.78402,                0.87503,                0.88402,                0.73743,                0.71101,                0.62715,                 1.1337,             0.00037138,             0.00037138,             0.00037138
                     74,                0.66131,                0.53401,                 1.0856,                0.92653,                0.82584,                0.91232,                0.76298,                0.71038,                0.59752,                 1.1487,               0.000359,               0.000359,               0.000359
                     75,                0.66702,                0.53392,                 1.0828,                0.94199,                0.76192,                0.89406,                0.74076,                0.70559,                 0.6357,                 1.1403,             0.00034663,             0.00034663,             0.00034663
                     76,                0.66082,                0.52399,                 1.0822,                0.89448,                 0.8498,                0.90574,                0.74295,                0.74308,                0.56328,                 1.1787,             0.00033425,             0.00033425,             0.00033425
                     77,                0.65484,                0.52922,                 1.0782,                0.90726,                0.80301,                0.90287,                0.74585,                 0.6958,                0.55564,                 1.1553,             0.00032188,             0.00032188,             0.00032188
                     78,                0.62652,                0.50655,                 1.0599,                0.90558,                0.81829,                 0.8967,                0.74336,                0.70557,                0.57703,                 1.1476,              0.0003095,              0.0003095,              0.0003095
                     79,                0.65608,                0.56581,                 1.0865,                0.92782,                0.80636,                0.90414,                0.73911,                0.71275,                0.58008,                 1.1357,             0.00029713,             0.00029713,             0.00029713
                     80,                0.64131,                0.51872,                 1.0689,                0.88659,                0.84597,                0.90126,                0.74702,                0.70714,                0.55672,                 1.1534,             0.00028475,             0.00028475,             0.00028475
                     81,                0.63077,                0.50691,                 1.0644,                 0.9405,                0.84608,                 0.9154,                0.75754,                0.70819,                0.54752,                 1.1543,             0.00027237,             0.00027237,             0.00027237
                     82,                0.62875,                0.51112,                 1.0655,                0.94172,                0.83561,                0.91501,                0.76345,                0.68861,                0.56627,                 1.1251,                0.00026,                0.00026,                0.00026
                     83,                0.63591,                0.51829,                 1.0579,                0.89199,                0.85865,                0.88459,                0.73344,                0.72587,                0.60668,                 1.1437,             0.00024762,             0.00024762,             0.00024762
                     84,                0.64379,                0.50956,                  1.069,                0.91417,                0.86364,                0.90248,                0.75357,                0.69038,                0.58464,                 1.1194,             0.00023525,             0.00023525,             0.00023525
                     85,                0.63562,                0.49589,                 1.0707,                0.82903,                0.83929,                0.86052,                0.72604,                0.69047,                0.59087,                 1.1249,             0.00022288,             0.00022288,             0.00022288
                     86,                0.60825,                0.47713,                 1.0409,                0.94091,                0.80709,                0.90866,                0.76169,                0.68601,                0.59798,                 1.1274,              0.0002105,              0.0002105,              0.0002105
                     87,                0.60027,                0.50525,                 1.0387,                0.95004,                0.81114,                0.91071,                0.74842,                0.68851,                0.59606,                 1.1291,             0.00019813,             0.00019813,             0.00019813
                     88,                0.61546,                0.50653,                 1.0514,                 0.9444,                0.81914,                0.91763,                0.76615,                0.70624,                0.55319,                 1.1628,             0.00018575,             0.00018575,             0.00018575
